reward/env_0,reward/env_1,train/value_loss,train/clip_range,train/approx_kl,train/clip_fraction,train/std,train/loss,train/entropy_loss,train/policy_gradient_loss,eval/success_rate,eval/std_reward,train/explained_variance,eval/mean_reward,train/n_updates,train/learning_rate
-1243.9088887327791,,,,,,,,,,,,,,,
,-1262.7327500948202,,,,,,,,,,,,,,
-1258.424013375748,,,,,,,,,,,,,,,
,-1104.1074733819773,,,,,,,,,,,,,,
-1046.5833867699002,,,,,,,,,,,,,,,
,-1240.567792865299,,,,,,,,,,,,,,
-1254.8233839284935,,,,,,,,,,,,,,,
,-1278.1495084120065,,,,,,,,,,,,,,
,,91750.334765625,0.2,0.0007727683,0.0,1.0020065307617188,44602.6875,-8.527815008163453,-0.0009088142891414463,0.0,56.477981613940436,-1.0609626770019531e-05,-1060.3914751247232,470,0.0003
-1029.765103226831,,,,,,,,,,,,,,,
,-1203.2394911567826,,,,,,,,,,,,,,
-1183.4544520602033,,,,,,,,,,,,,,,
,-1404.8917830779678,,,,,,,,,,,,,,
-1108.6226256968953,,,,,,,,,,,,,,,
,-1025.3519532877804,,,,,,,,,,,,,,
-1086.4136438328962,,,,,,,,,,,,,,,
,-1210.8068824429283,,,,,,,,,,,,,,
,,93475.915625,0.2,0.00023442079,0.0,1.0026222467422485,45772.2890625,-8.525516462326049,-0.00011233077384531498,0.0,85.16477115526028,-4.76837158203125e-06,-1068.9746134880493,480,0.0003
-1395.1912738588549,,,,,,,,,,,,,,,
,-1066.8246721316063,,,,,,,,,,,,,,
-1364.2650167838606,,,,,,,,,,,,,,,
,-1275.4012166591517,,,,,,,,,,,,,,
-1074.0363915778528,,,,,,,,,,,,,,,
,-1115.7072359651959,,,,,,,,,,,,,,
-1191.1742264662978,,,,,,,,,,,,,,,
,-1268.65208376484,,,,,,,,,,,,,,
,,90162.515234375,0.2,0.0005776323,0.0,1.003362774848938,43254.51953125,-8.531132698059082,-0.00068285305169411,0.0,36.37171038700315,-1.1324882507324219e-05,-899.4127053982144,490,0.0003
-1103.5414952982414,,,,,,,,,,,,,,,
,-1083.5169079111924,,,,,,,,,,,,,,
-1137.9944612721465,,,,,,,,,,,,,,,
,-1216.5856182212315,,,,,,,,,,,,,,
-1143.4543557540765,,,,,,,,,,,,,,,
,-969.3029478597979,,,,,,,,,,,,,,
-1172.3856151166924,,,,,,,,,,,,,,,
,-1130.4388064366492,,,,,,,,,,,,,,
,,89834.402734375,0.2,0.0005986026,0.0,1.0038255453109741,41108.1875,-8.534328079223632,-0.00047593654599040745,0.0,33.70379385230317,-1.1444091796875e-05,-907.5284649181206,500,0.0003
-1100.232583311496,,,,,,,,,,,,,,,
,-1066.6208782609392,,,,,,,,,,,,,,
-1152.3683920940105,,,,,,,,,,,,,,,
,-1137.3275124187626,,,,,,,,,,,,,,
-1096.4604453695233,,,,,,,,,,,,,,,
,-1219.3197670570294,,,,,,,,,,,,,,
-1243.677036047326,,,,,,,,,,,,,,,
,-1048.9716588610345,,,,,,,,,,,,,,
,,89040.781640625,0.2,0.00017907243,0.0,1.0049121379852295,43437.08203125,-8.538508796691895,-0.00013281195424497128,0.0,37.244830224462376,-1.1682510375976562e-05,-922.9999538099628,510,0.0003
-1135.0241956406412,,,,,,,,,,,,,,,
,-1304.1862367101335,,,,,,,,,,,,,,
-1342.1161593789323,,,,,,,,,,,,,,,
,-1127.7630239196892,,,,,,,,,,,,,,
-1239.1707378162907,,,,,,,,,,,,,,,
,-1234.3634412618883,,,,,,,,,,,,,,
-1267.1907193554478,,,,,,,,,,,,,,,
,-1250.7811203378337,,,,,,,,,,,,,,
,,95478.06484375,0.2,0.00012704202,0.0,1.005440592765808,46346.46875,-8.54439835548401,-0.00017027805442921818,0.0,60.535509449805666,-7.271766662597656e-06,-937.7395932896632,520,0.0003
-1201.2534568336746,,,,,,,,,,,,,,,
,-1240.6377200912093,,,,,,,,,,,,,,
-1140.0198982953261,,,,,,,,,,,,,,,
,-1050.015770473056,,,,,,,,,,,,,,
-1158.5261820250166,,,,,,,,,,,,,,,
,-1108.367262657571,,,,,,,,,,,,,,
-1165.7781799449779,,,,,,,,,,,,,,,
,-1206.5014408898448,,,,,,,,,,,,,,
,,89692.326953125,0.2,0.0005639549,0.0,1.005370855331421,44112.515625,-8.545373916625977,-0.0006556360400281847,0.0,34.82078147778349,-8.225440979003906e-06,-929.3829412787666,530,0.0003
-1189.394730335669,,,,,,,,,,,,,,,
,-1204.5011599937209,,,,,,,,,,,,,,
-1189.0639093205687,,,,,,,,,,,,,,,
,-1449.8429851540927,,,,,,,,,,,,,,
-1236.950559129337,,,,,,,,,,,,,,,
,-1121.6837224427068,,,,,,,,,,,,,,
-1137.6330282917202,,,,,,,,,,,,,,,
,-1187.9807520427544,,,,,,,,,,,,,,
,,93687.430859375,0.2,0.0004432354,0.0,1.0050991773605347,45001.96875,-8.54440360069275,-0.00037559501361101867,0.0,33.24238375642246,-8.821487426757812e-06,-950.5027775151145,540,0.0003
-1244.6568343148494,,,,,,,,,,,,,,,
,-1217.4951890158302,,,,,,,,,,,,,,
-1337.1090160234946,,,,,,,,,,,,,,,
,-1150.1181959011678,,,,,,,,,,,,,,
-1088.4162454841062,,,,,,,,,,,,,,,
,-1166.1501259938982,,,,,,,,,,,,,,
-1070.901312505343,,,,,,,,,,,,,,,
,-1283.6207913004985,,,,,,,,,,,,,,
,,92323.9046875,0.2,0.00093474094,0.0,1.0052927732467651,46424.7109375,-8.543561792373657,-0.000928396440576762,0.0,113.60671072304255,-8.225440979003906e-06,-1089.1092950384527,550,0.0003
-1210.4728809214907,,,,,,,,,,,,,,,
,-1166.614647068677,,,,,,,,,,,,,,
-1664.025834795612,,,,,,,,,,,,,,,
,-1351.4024706760783,,,,,,,,,,,,,,
-1101.4267927710218,,,,,,,,,,,,,,,
,-1048.882762727772,,,,,,,,,,,,,,
-1171.7602889660836,,,,,,,,,,,,,,,
,-1350.124941870556,,,,,,,,,,,,,,
,,102290.524609375,0.2,0.00031854256,0.0,1.0046428442001343,53419.90625,-8.543252515792847,-0.00027008354663848877,0.0,46.670880537893424,-1.1563301086425781e-05,-1017.6776457206637,560,0.0003
-1190.1753047761226,,,,,,,,,,,,,,,
,-1335.3924486380233,,,,,,,,,,,,,,
-1204.8865701587508,,,,,,,,,,,,,,,
,-1216.922207601736,,,,,,,,,,,,,,
-1143.39276398854,,,,,,,,,,,,,,,
,-1518.1239938593844,,,,,,,,,,,,,,
-1419.6433278779457,,,,,,,,,,,,,,,
,-1152.1315178398715,,,,,,,,,,,,,,
-1130.354313611597,,,,,,,,,,,,,,,
,,101506.678515625,0.2,0.00035288106,0.0,1.0039063692092896,50917.32421875,-8.538157272338868,-0.0004173445864580572,0.0,68.68004070348758,-2.193450927734375e-05,-995.4160920035907,570,0.0003
,-1494.261720780251,,,,,,,,,,,,,,
-1184.1221203187997,,,,,,,,,,,,,,,
,-1234.7006933972739,,,,,,,,,,,,,,
-1203.9187471162193,,,,,,,,,,,,,,,
,-1215.5127798622188,,,,,,,,,,,,,,
-1174.9094708208609,,,,,,,,,,,,,,,
,-1064.3565978675433,,,,,,,,,,,,,,
-1193.8018763948153,,,,,,,,,,,,,,,
,,90870.185546875,0.2,0.0002462001,0.0,1.0036373138427734,44624.2265625,-8.535107421875,-0.0002428474836051464,0.1,634.4100578571896,-9.5367431640625e-06,-726.0581578789293,580,0.0003
,-1200.3301168387836,,,,,,,,,,,,,,
-1061.9940926172906,,,,,,,,,,,,,,,
,-1235.102463695996,,,,,,,,,,,,,,
-1184.4465881206468,,,,,,,,,,,,,,,
,-1178.2368255808194,,,,,,,,,,,,,,
-1208.7310115390555,,,,,,,,,,,,,,,
,-1029.405606098506,,,,,,,,,,,,,,
-1156.463180577294,,,,,,,,,,,,,,,
,-1195.0188204949438,,,,,,,,,,,,,,
,,93076.990625,0.2,0.0004487324,0.0,1.003153681755066,46098.0703125,-8.53336992263794,-0.000540547858690843,0.0,41.57383829407479,-3.4570693969726562e-06,-893.2565013692476,590,0.0003
-1241.8769520084093,,,,,,,,,,,,,,,
,-1123.990639255503,,,,,,,,,,,,,,
-1147.7668473174067,,,,,,,,,,,,,,,
,-1296.1456863206934,,,,,,,,,,,,,,
-1216.8018469104609,,,,,,,,,,,,,,,
,-1144.4083487987182,,,,,,,,,,,,,,
-1120.1768224998402,,,,,,,,,,,,,,,
,-1159.9178233748842,,,,,,,,,,,,,,
,,90496.28046875,0.2,0.0005718813,0.0,1.0029103755950928,45906.890625,-8.530647706985473,-0.0006265115836868063,0.0,59.129959622000804,-7.867813110351562e-06,-909.7355549007709,600,0.0003
-1080.971345047998,,,,,,,,,,,,,,,
,-1229.1811048182303,,,,,,,,,,,,,,
-1237.2950737641006,,,,,,,,,,,,,,,
,-1162.4799575876218,,,,,,,,,,,,,,
-1129.847048484104,,,,,,,,,,,,,,,
,-1206.053263797327,,,,,,,,,,,,,,
-1112.717671652908,,,,,,,,,,,,,,,
,-1148.708595486903,,,,,,,,,,,,,,
,,90077.059765625,0.2,0.0006847241,0.0,1.0023068189620972,46516.72265625,-8.528716897964477,-0.0006102522427681833,0.0,53.51731464316871,-5.841255187988281e-06,-903.8667325488568,610,0.0003
-1189.7480567255357,,,,,,,,,,,,,,,
,-1298.9733377708612,,,,,,,,,,,,,,
-1266.386816848959,,,,,,,,,,,,,,,
,-1152.3358358589874,,,,,,,,,,,,,,
-1313.308205096954,,,,,,,,,,,,,,,
,-1105.3843574927382,,,,,,,,,,,,,,
-1016.4241416673318,,,,,,,,,,,,,,,
,-1299.7618932930427,,,,,,,,,,,,,,
,,92150.74609375,0.2,0.0009148262,0.0,1.002602458000183,46487.1015625,-8.52661328315735,-0.0008217646391130984,0.0,64.27782977305984,-7.152557373046875e-06,-871.6173095054471,620,0.0003
-1147.8667116876827,,,,,,,,,,,,,,,
,-1206.2807231499496,,,,,,,,,,,,,,
-1074.5507104370568,,,,,,,,,,,,,,,
,-1133.0357094750516,,,,,,,,,,,,,,
-1197.0569908548869,,,,,,,,,,,,,,,
,-1138.0870919594252,,,,,,,,,,,,,,
-1113.3562193392986,,,,,,,,,,,,,,,
,-1125.249512473155,,,,,,,,,,,,,,
,,88718.54453125,0.2,0.00032205269,0.0,1.0024532079696655,43444.91015625,-8.528468799591064,-0.0001595693887793459,0.0,42.2813653613092,-5.0067901611328125e-06,-899.0366195911522,630,0.0003
-1227.2964826405928,,,,,,,,,,,,,,,
,-1401.0027267050825,,,,,,,,,,,,,,
-1023.0853045165077,,,,,,,,,,,,,,,
,-1190.8148421455471,,,,,,,,,,,,,,
-1044.8474739001708,,,,,,,,,,,,,,,
,-1260.2729147097737,,,,,,,,,,,,,,
-1333.1959808902047,,,,,,,,,,,,,,,
,-1047.5572777555358,,,,,,,,,,,,,,
,,92623.37421875,0.2,0.00033500415,0.0,1.0026980638504028,45134.48828125,-8.52764196395874,-0.00038145976723171773,0.0,64.28901910488507,-5.841255187988281e-06,-914.9503328384019,640,0.0003
-1267.4783271361907,,,,,,,,,,,,,,,
,-1199.3395144414687,,,,,,,,,,,,,,
-1181.5045476969156,,,,,,,,,,,,,,,
,-991.0553920874005,,,,,,,,,,,,,,
-1161.7917468712026,,,,,,,,,,,,,,,
,-1183.4704868910503,,,,,,,,,,,,,,
-1082.1393570656824,,,,,,,,,,,,,,,
,-1162.6489724470177,,,,,,,,,,,,,,
,,88987.487890625,0.2,0.00039986754,0.0,1.0023142099380493,44859.48046875,-8.528507804870605,-0.0004916877951472998,0.0,59.32045929073016,-5.7220458984375e-06,-924.9448535532489,650,0.0003
-1071.7492632296269,,,,,,,,,,,,,,,
,-1292.9265793237155,,,,,,,,,,,,,,
-1087.7702011802985,,,,,,,,,,,,,,,
,-1125.1458435378404,,,,,,,,,,,,,,
-1043.2961815382691,,,,,,,,,,,,,,,
,-1291.5529581085348,,,,,,,,,,,,,,
-1165.711137398572,,,,,,,,,,,,,,,
,-1004.3651092769638,,,,,,,,,,,,,,
,,91540.008203125,0.2,0.0007739707,0.0,1.002034068107605,47674.0546875,-8.525545454025268,-0.0007390163082163781,0.1,631.8491738238561,-7.987022399902344e-06,-704.5920412398124,660,0.0003
-1221.1492677153265,,,,,,,,,,,,,,,
,-1190.369652243311,,,,,,,,,,,,,,
-1275.4991638427646,,,,,,,,,,,,,,,
,-1008.0404018320553,,,,,,,,,,,,,,
-1057.50095828447,,,,,,,,,,,,,,,
,-1184.209857858315,,,,,,,,,,,,,,
-1009.7634128045962,,,,,,,,,,,,,,,
,-1280.6440072417863,,,,,,,,,,,,,,
,,88344.36796875,0.2,0.00056399463,0.0,1.0022343397140503,45680.86328125,-8.525469493865966,-0.0004806450102478266,0.0,41.20118495139639,-5.9604644775390625e-06,-849.1081800005866,670,0.0003
-968.5657229080343,,,,,,,,,,,,,,,
,-1145.9981714509336,,,,,,,,,,,,,,
-1171.7269569484658,,,,,,,,,,,,,,,
,-1155.5321644916771,,,,,,,,,,,,,,
-1053.7146933058846,,,,,,,,,,,,,,,
,-1106.8158675751465,,,,,,,,,,,,,,
-1167.5231985133328,,,,,,,,,,,,,,,
,-1277.626573324825,,,,,,,,,,,,,,
,,88221.617578125,0.2,0.00051843165,0.0,1.0020965337753296,41622.4296875,-8.52613639831543,-0.0005068695463705808,0.0,71.64992293060797,-1.0728836059570312e-06,-918.9275809939285,680,0.0003
-1183.301139166274,,,,,,,,,,,,,,,
,-1332.880548273944,,,,,,,,,,,,,,
-1158.8390072095635,,,,,,,,,,,,,,,
,-1131.7981874861637,,,,,,,,,,,,,,
-1049.5434020470914,,,,,,,,,,,,,,,
,-1031.0806922519055,,,,,,,,,,,,,,
-1124.2906285121192,,,,,,,,,,,,,,,
,-952.2156082850555,,,,,,,,,,,,,,
,,85355.7484375,0.2,0.00032823742,0.0,1.001487135887146,40756.0703125,-8.523838758468628,-0.00024421809357590976,0.0,63.83255620110688,-3.337860107421875e-06,-891.5114089459587,690,0.0003
-992.9129741558561,,,,,,,,,,,,,,,
,-1095.5789772294443,,,,,,,,,,,,,,
-1220.1851199270159,,,,,,,,,,,,,,,
,-1053.4121359133396,,,,,,,,,,,,,,
-1102.8499635029737,,,,,,,,,,,,,,,
,-1293.3878685251461,,,,,,,,,,,,,,
-1235.7683431897003,,,,,,,,,,,,,,,
,-1167.3922226657337,,,,,,,,,,,,,,
,,89781.301171875,0.2,0.0004960591,0.0,1.0005749464035034,42902.37109375,-8.5193772315979,-0.0005713106656912714,0.0,76.7144162836647,-5.9604644775390625e-06,-978.4646311073544,700,0.0003
-1072.399579445348,,,,,,,,,,,,,,,
,-983.5282623913703,,,,,,,,,,,,,,
-1172.5260592714392,,,,,,,,,,,,,,,
,-1255.5759028990894,,,,,,,,,,,,,,
-1022.0871615565136,,,,,,,,,,,,,,,
,-1299.682731271825,,,,,,,,,,,,,,
-1087.025761608523,,,,,,,,,,,,,,,
,-1100.2093051279649,,,,,,,,,,,,,,
,,89977.841015625,0.2,0.00066283566,0.0,0.9990541338920593,45210.09375,-8.512412405014038,-0.0005379287293180823,0.0,56.89526677364556,-3.0994415283203125e-06,-928.2063831717427,710,0.0003
-1264.1668063183304,,,,,,,,,,,,,,,
,-1058.5897070088326,,,,,,,,,,,,,,
-1155.0420597268478,,,,,,,,,,,,,,,
,-1069.3032795157171,,,,,,,,,,,,,,
-1037.1667639896752,,,,,,,,,,,,,,,
,-1272.9725811160522,,,,,,,,,,,,,,
-1310.1144465530585,,,,,,,,,,,,,,,
,-1114.610338688698,,,,,,,,,,,,,,
,,89020.305859375,0.2,0.00089131866,0.0,0.9979903697967529,46425.453125,-8.503883123397827,-0.0008761952980421483,0.0,34.74884514158871,-2.6226043701171875e-06,-927.9909967631829,720,0.0003
-993.889310479113,,,,,,,,,,,,,,,
,-1158.8648205570519,,,,,,,,,,,,,,
-1273.970624976765,,,,,,,,,,,,,,,
,-1091.6037650081687,,,,,,,,,,,,,,
-1176.154826615969,,,,,,,,,,,,,,,
,-1148.6570079206022,,,,,,,,,,,,,,
-1241.6020959244272,,,,,,,,,,,,,,,
,-1030.9459849745986,,,,,,,,,,,,,,
,,91400.25234375,0.2,0.00060532725,0.0,0.9969713687896729,46487.95703125,-8.498219013214111,-0.0005047790647950024,0.0,84.12760626876192,-1.0251998901367188e-05,-932.856754989854,730,0.0003
-1201.8161680371256,,,,,,,,,,,,,,,
,-1216.249314589752,,,,,,,,,,,,,,
-1073.9366482312398,,,,,,,,,,,,,,,
,-1145.7007850290888,,,,,,,,,,,,,,
-1121.68172149317,,,,,,,,,,,,,,,
,-1295.6010575324144,,,,,,,,,,,,,,
-1231.773433162017,,,,,,,,,,,,,,,
,-1202.1678704473627,,,,,,,,,,,,,,
,,91084.609375,0.2,0.00020919801,0.0,0.9966697692871094,46977.7578125,-8.49345030784607,-0.00021020493586547672,0.0,58.810507845660666,-7.152557373046875e-06,-929.5016715326841,740,0.0003
-1179.9140262101312,,,,,,,,,,,,,,,
,-1113.8452740703544,,,,,,,,,,,,,,
-1078.7709539672255,,,,,,,,,,,,,,,
,-1124.7080904016752,,,,,,,,,,,,,,
-1313.564230569943,,,,,,,,,,,,,,,
,-1170.255208011996,,,,,,,,,,,,,,
-1083.5006695505467,,,,,,,,,,,,,,,
,-1246.04834273226,,,,,,,,,,,,,,
,,90671.212890625,0.2,0.00026161724,0.0,0.9962334632873535,44631.9453125,-8.4920063495636,-0.00037867691717110576,0.0,91.08788991065846,-6.079673767089844e-06,-973.2481949115657,750,0.0003
-1105.1471401060248,,,,,,,,,,,,,,,
,-1092.0862155676093,,,,,,,,,,,,,,
-1037.1268457007282,,,,,,,,,,,,,,,
,-1020.1762318143286,,,,,,,,,,,,,,
-1154.5877403299921,,,,,,,,,,,,,,,
,-1047.9032170531234,,,,,,,,,,,,,,
-1187.763622932264,,,,,,,,,,,,,,,
,-1139.2836671105592,,,,,,,,,,,,,,
,,89421.340234375,0.2,0.0004550642,0.0,0.9955399632453918,42401.75390625,-8.488433980941773,-0.0003430202545132488,0.0,102.24367067096196,-3.6954879760742188e-06,-1040.2048712145024,760,0.0003
-1306.959508270033,,,,,,,,,,,,,,,
,-1081.0118548296973,,,,,,,,,,,,,,
-1278.2655034524769,,,,,,,,,,,,,,,
,-1160.2643647100967,,,,,,,,,,,,,,
-1174.0530966139518,,,,,,,,,,,,,,,
,-1298.2326707321652,,,,,,,,,,,,,,
-1301.3578791506304,,,,,,,,,,,,,,,
,-1178.5230321717868,,,,,,,,,,,,,,
,,97265.123046875,0.2,0.00060607726,0.0,0.9950940608978271,46424.55078125,-8.484770727157592,-0.0007589959190227091,0.0,102.83994438293051,-7.3909759521484375e-06,-1021.2893760527344,770,0.0003
-1419.9895371573864,,,,,,,,,,,,,,,
,-1113.1012451078132,,,,,,,,,,,,,,
-1049.7747886509133,,,,,,,,,,,,,,,
,-1384.8110608520572,,,,,,,,,,,,,,
-1130.7787925612777,,,,,,,,,,,,,,,
,-1126.70855660899,,,,,,,,,,,,,,
-1090.6558820413907,,,,,,,,,,,,,,,
,-1117.9837562145185,,,,,,,,,,,,,,
,,89943.676171875,0.2,0.000381903,0.0,0.9957461953163147,45059.87109375,-8.484840059280396,-0.00018446139874868096,0.0,90.16071894548217,-8.463859558105469e-06,-1007.8581394007763,780,0.0003
-1125.4720271592694,,,,,,,,,,,,,,,
,-1097.6183703017684,,,,,,,,,,,,,,
-1198.749695226806,,,,,,,,,,,,,,,
,-1077.1281701829216,,,,,,,,,,,,,,
-1071.8273514404932,,,,,,,,,,,,,,,
,-1162.173309574781,,,,,,,,,,,,,,
-979.6093538021578,,,,,,,,,,,,,,,
,-1131.8174122282248,,,,,,,,,,,,,,
,,87192.24453125,0.2,0.00031592013,0.0,0.9962577819824219,42392.44140625,-8.489426946640014,-0.00037200720980763436,0.0,80.09829850978012,-4.76837158203125e-06,-938.8234533911707,790,0.0003
-1258.9828133047704,,,,,,,,,,,,,,,
,-1070.473105923171,,,,,,,,,,,,,,
-1045.9355928868044,,,,,,,,,,,,,,,
,-1084.0113233957964,,,,,,,,,,,,,,
-1086.6650381742818,,,,,,,,,,,,,,,
,-1058.14724418087,,,,,,,,,,,,,,
-1225.3593488749916,,,,,,,,,,,,,,,
,-1116.5746528188156,,,,,,,,,,,,,,
,,88793.831640625,0.2,0.00033941428,0.0,0.996516227722168,42739.6328125,-8.491327714920043,-0.0003563011181540787,0.0,54.04395366405584,-6.556510925292969e-06,-943.7293547265838,800,0.0003
-1193.0851193554117,,,,,,,,,,,,,,,
,-1126.0617579840923,,,,,,,,,,,,,,
-1136.847660228649,,,,,,,,,,,,,,,
,-1131.264692438794,,,,,,,,,,,,,,
-1417.1916256656464,,,,,,,,,,,,,,,
,-1106.9260354124383,,,,,,,,,,,,,,
-1176.4326256419783,,,,,,,,,,,,,,,
,-1034.642118094352,,,,,,,,,,,,,,
,,94039.174609375,0.2,0.00045545882,0.0,0.9962106347084045,47530.34765625,-8.491801118850708,-0.00045774686732329427,0.0,76.34075908363,-9.059906005859375e-06,-981.4054254187653,810,0.0003
-1355.253732647257,,,,,,,,,,,,,,,
,-1148.203204713582,,,,,,,,,,,,,,
-1412.2468790292323,,,,,,,,,,,,,,,
,-1092.988231547364,,,,,,,,,,,,,,
-1346.9585347589323,,,,,,,,,,,,,,,
,-1095.5512834915505,,,,,,,,,,,,,,
-1233.7917597809842,,,,,,,,,,,,,,,
,-1220.3689697072905,,,,,,,,,,,,,,
,,97143.037109375,0.2,0.00022628916,0.0,0.9955177903175354,48847.375,-8.488572931289672,-0.0002348868059925735,0.0,92.29542607533615,-2.0265579223632812e-06,-982.174605094638,820,0.0003
-1217.0295040334781,,,,,,,,,,,,,,,
,-1255.6225964220453,,,,,,,,,,,,,,
-1282.5465143734768,,,,,,,,,,,,,,,
,-1076.804369722599,,,,,,,,,,,,,,
-1361.3356771036106,,,,,,,,,,,,,,,
,-1063.743395142287,,,,,,,,,,,,,,
-1206.9240443585902,,,,,,,,,,,,,,,
,-1106.7500763155815,,,,,,,,,,,,,,
-1071.8941748306402,,,,,,,,,,,,,,,
,,92995.123046875,0.2,0.00073252217,0.0,0.9957830309867859,45742.4296875,-8.486376476287841,-0.000761334365233779,0.0,44.086566530413776,-1.0967254638671875e-05,-971.4243065230215,830,0.0003
,-1073.1229398960872,,,,,,,,,,,,,,
-1089.9101377528107,,,,,,,,,,,,,,,
,-1295.3402492960922,,,,,,,,,,,,,,
-1205.854489165141,,,,,,,,,,,,,,,
,-1376.9467611227699,,,,,,,,,,,,,,
-1277.057409758369,,,,,,,,,,,,,,,
,-1214.6115461564723,,,,,,,,,,,,,,
-1305.0855586080938,,,,,,,,,,,,,,,
,,94274.81953125,0.2,0.0004727168,0.0,0.9961727261543274,45265.7265625,-8.489200115203857,-0.00043664572294801476,0.0,43.90990927198352,-4.5299530029296875e-06,-1038.9500854319685,840,0.0003
,-1046.9488408081756,,,,,,,,,,,,,,
-1344.0281842864374,,,,,,,,,,,,,,,
,-1099.803778710475,,,,,,,,,,,,,,
-1147.523233876681,,,,,,,,,,,,,,,
,-1102.44338781974,,,,,,,,,,,,,,
-1094.585769871647,,,,,,,,,,,,,,,
,-1038.7708452101247,,,,,,,,,,,,,,
-1502.6171349903327,,,,,,,,,,,,,,,
,,91503.53125,0.2,0.00057101634,0.0,0.9964192509651184,47478.66015625,-8.49094181060791,-0.0004953155294060707,0.0,56.801046428708446,-6.67572021484375e-06,-970.2708039612996,850,0.0003
,-1176.0662752442518,,,,,,,,,,,,,,
-1050.2329913913218,,,,,,,,,,,,,,,
,-1209.1947014586867,,,,,,,,,,,,,,
-1065.396362967998,,,,,,,,,,,,,,,
,-1082.1124936586837,,,,,,,,,,,,,,
-1312.6716555583746,,,,,,,,,,,,,,,
,-1147.2483777536622,,,,,,,,,,,,,,
-1129.098810174514,,,,,,,,,,,,,,,
,,91470.651953125,0.2,0.00060610217,0.0,0.9967295527458191,44940.87109375,-8.492617177963258,-0.0006083623855374753,0.0,86.4804710471893,-2.6226043701171875e-06,-1002.9713252251265,860,0.0003
,-1113.4030290724918,,,,,,,,,,,,,,
-1168.863358706642,,,,,,,,,,,,,,,
,-1140.8290662020868,,,,,,,,,,,,,,
-1010.7572639672684,,,,,,,,,,,,,,,
,-1239.7279539893211,,,,,,,,,,,,,,
-1135.9965379949886,,,,,,,,,,,,,,,
,-1091.3398326081356,,,,,,,,,,,,,,
-1087.7889871795228,,,,,,,,,,,,,,,
,,87517.78125,0.2,0.00048373948,0.0,0.996675968170166,42394.75390625,-8.49371829032898,-0.0005269094952382147,0.0,85.86314011868075,-4.291534423828125e-06,-935.8205265962066,870,0.0003
,-1110.681454668672,,,,,,,,,,,,,,
-1023.5731987261786,,,,,,,,,,,,,,,
,-1177.591290847754,,,,,,,,,,,,,,
-1081.6307254212556,,,,,,,,,,,,,,,
,-1102.0206454160602,,,,,,,,,,,,,,
-964.9352459244392,,,,,,,,,,,,,,,
,-1061.9451474580972,,,,,,,,,,,,,,
-1083.3615598596075,,,,,,,,,,,,,,,
,,83926.959765625,0.2,0.0006647425,0.0,0.9968197345733643,39622.2890625,-8.493502426147462,-0.0004615113022737205,0.0,38.43610054414095,-1.5497207641601562e-06,-859.831955216781,880,0.0003
,-1004.5421254419507,,,,,,,,,,,,,,
-1100.7033842558847,,,,,,,,,,,,,,,
,-1140.451513933913,,,,,,,,,,,,,,
-1284.7439130550383,,,,,,,,,,,,,,,
,-1073.2858722285903,,,,,,,,,,,,,,
-1163.8249925026566,,,,,,,,,,,,,,,
,-1174.1971843310082,,,,,,,,,,,,,,
-1188.536424721617,,,,,,,,,,,,,,,
,,90626.887109375,0.2,0.00033653094,0.0,0.9973697662353516,45704.3203125,-8.495526456832886,-0.0003551144938683137,0.0,70.16572000157338,-2.86102294921875e-06,-850.0381591142407,890,0.0003
,-1304.9193592783624,,,,,,,,,,,,,,
-1160.3077955202593,,,,,,,,,,,,,,,
,-1075.039588385711,,,,,,,,,,,,,,
-1107.678879250002,,,,,,,,,,,,,,,
,-1085.516070981367,,,,,,,,,,,,,,
-959.0270427486969,,,,,,,,,,,,,,,
,-948.8333931360137,,,,,,,,,,,,,,
-1011.703917956248,,,,,,,,,,,,,,,
,,82865.79609375,0.2,0.00060008146,0.0,0.9977283477783203,38774.28515625,-8.498760747909547,-0.0005255610565654933,0.0,64.2415299487021,-2.2649765014648438e-06,-846.7573274817032,900,0.0003
,-1318.8047510145864,,,,,,,,,,,,,,
-1208.134469797412,,,,,,,,,,,,,,,
,-988.9718219039738,,,,,,,,,,,,,,
-1038.1250460679364,,,,,,,,,,,,,,,
,-1033.2326100425828,,,,,,,,,,,,,,
-1387.2081289942525,,,,,,,,,,,,,,,
,-1275.5327325655783,,,,,,,,,,,,,,
-1051.025508303365,,,,,,,,,,,,,,,
,-1155.7270580912502,,,,,,,,,,,,,,
,,96359.54765625,0.2,0.00061431323,2.44140625e-05,0.9977946281433105,50933.01953125,-8.500000095367431,-0.0005538591125514358,0.0,38.27669193724413,-3.5762786865234375e-07,-841.6020947582258,910,0.0003
-1433.3838673678315,,,,,,,,,,,,,,,
,-992.6053031150561,,,,,,,,,,,,,,
-1228.0521677348931,,,,,,,,,,,,,,,
,-1018.0977970607908,,,,,,,,,,,,,,
-1248.9131940470775,,,,,,,,,,,,,,,
,-1207.5024699888322,,,,,,,,,,,,,,
-986.0951831721306,,,,,,,,,,,,,,,
,-1023.4329774176498,,,,,,,,,,,,,,
,,84952.959375,0.2,0.0007642787,0.0,0.9973246455192566,42012.73828125,-8.49906258583069,-0.0005767626978922635,0.0,80.83647579580287,-2.5033950805664062e-06,-939.163870160518,920,0.0003
-1106.8833551269663,,,,,,,,,,,,,,,
,-1107.5413556834046,,,,,,,,,,,,,,
-1226.5214173351012,,,,,,,,,,,,,,,
