reward/env_0,reward/env_1,train/loss,train/policy_gradient_loss,eval/std_reward,train/value_loss,train/n_updates,train/clip_range,train/approx_kl,train/explained_variance,eval/mean_reward,train/entropy_loss,eval/success_rate,train/clip_fraction,train/learning_rate,train/std
,-68.48082950056717,,,,,,,,,,,,,,
,,1174.0230712890625,-0.00044695543474517765,457.11092745054464,2271.779132080078,1500,0.2,0.00027953903,0.590935081243515,-651.7655527799715,-7.9194995880126955,0.0,0.0,0.0003,0.9068386554718018
44.55216852602578,,,,,,,,,,,,,,,
,9.128426460537346,,,,,,,,,,,,,,
75.16687288945373,,,,,,,,,,,,,,,
,-59.02224986198904,,,,,,,,,,,,,,
-48.67937431442018,,,,,,,,,,,,,,,
,44.321443647088266,,,,,,,,,,,,,,
28.168617381023033,,,,,,,,,,,,,,,
,52.13308386949884,,,,,,,,,,,,,,
34.931789197386266,,,,,,,,,,,,,,,
,-11.757711538581997,,,,,,,,,,,,,,
272.608068449486,,,,,,,,,,,,,,,
,12.511683059282689,,,,,,,,,,,,,,
,,1570.4632568359375,-0.0006690505892038345,422.87545539011643,3789.2749267578124,1510,0.2,0.0004674286,0.4103376865386963,-770.7244735279818,-7.919069623947143,0.0,0.0,0.0003,0.9067900776863098
-10.677040809210798,,,,,,,,,,,,,,,
,49.181116390029544,,,,,,,,,,,,,,
90.4215739129254,,,,,,,,,,,,,,,
,70.5830398952904,,,,,,,,,,,,,,
10.779783584543832,,,,,,,,,,,,,,,
,97.83558910627346,,,,,,,,,,,,,,
200.0774338692072,,,,,,,,,,,,,,,
,-16.85041002324369,,,,,,,,,,,,,,
64.53730345762742,,,,,,,,,,,,,,,
,19.31843529790087,,,,,,,,,,,,,,
69.27090762345178,,,,,,,,,,,,,,,
,48.88521962291772,,,,,,,,,,,,,,
21.345832757814645,,,,,,,,,,,,,,,
,23.049076402290115,,,,,,,,,,,,,,
,,1642.65380859375,0.00019754392269533128,509.0229653783354,3073.894317626953,1520,0.2,3.2064287e-05,0.4104599356651306,-812.7401063601967,-7.918784594535827,0.0,0.0,0.0003,0.9066995978355408
54.46558840402365,,,,,,,,,,,,,,,
,-0.7623558432070666,,,,,,,,,,,,,,
18.711302494537563,,,,,,,,,,,,,,,
,78.67675318411305,,,,,,,,,,,,,,
260.35215383466095,,,,,,,,,,,,,,,
,81.05639387224772,,,,,,,,,,,,,,
-2.9303538550153663,,,,,,,,,,,,,,,
,6.3132425205420954,,,,,,,,,,,,,,
22.71684488442296,,,,,,,,,,,,,,,
,-27.48448279071323,,,,,,,,,,,,,,
55.18087930122266,,,,,,,,,,,,,,,
,22.054016848819142,,,,,,,,,,,,,,
,,2303.429931640625,-0.00030537403654307127,477.7709674287122,3906.03818359375,1530,0.2,0.00016341938,0.42370688915252686,-843.6450169654806,-7.918273901939392,0.0,0.0,0.0003,0.9067046046257019
44.277150204374415,,,,,,,,,,,,,,,
,-5.159839607698947,,,,,,,,,,,,,,
32.067148371993845,,,,,,,,,,,,,,,
,73.29801539475329,,,,,,,,,,,,,,
48.52146577062738,,,,,,,,,,,,,,,
,289.5342102842884,,,,,,,,,,,,,,
32.17505614369753,,,,,,,,,,,,,,,
,70.1469504053865,,,,,,,,,,,,,,
187.2473443060528,,,,,,,,,,,,,,,
,55.49089533652909,,,,,,,,,,,,,,
212.5344505759966,,,,,,,,,,,,,,,
,48.288255823466436,,,,,,,,,,,,,,
-82.74576761979793,,,,,,,,,,,,,,,
,54.41091991600625,,,,,,,,,,,,,,
,,4496.90380859375,9.373249486088753e-06,474.00818431704556,9543.932934570312,1540,0.2,6.738446e-05,0.21573704481124878,-736.7208599313343,-7.918562340736389,0.0,0.0,0.0003,0.9067474007606506
14.667543536385903,,,,,,,,,,,,,,,
,0.6318538000773458,,,,,,,,,,,,,,
93.62703953458549,,,,,,,,,,,,,,,
,-1.6916690510680497,,,,,,,,,,,,,,
,26.539835149490642,,,,,,,,,,,,,,
-3.889762106477451,,,,,,,,,,,,,,,
,38.06683347632489,,,,,,,,,,,,,,
37.00704510655091,,,,,,,,,,,,,,,
,55.54430300685186,,,,,,,,,,,,,,
60.4911790160809,,,,,,,,,,,,,,,
,246.4080068194915,,,,,,,,,,,,,,
-62.891258850954216,,,,,,,,,,,,,,,
,-21.356644526910838,,,,,,,,,,,,,,
,,1570.8155517578125,-5.702702328562737e-05,479.5405756609205,3565.2183837890625,1550,0.2,2.26329e-05,0.4461076259613037,-793.008406099936,-7.918636345863343,0.0,0.0,0.0003,0.9067294001579285
-14.58372248496724,,,,,,,,,,,,,,,
,41.961090698086196,,,,,,,,,,,,,,
,23.67260500069828,,,,,,,,,,,,,,
-19.077731125347725,,,,,,,,,,,,,,,
0.1510798786090163,,,,,,,,,,,,,,,
,281.01462350172125,,,,,,,,,,,,,,
50.49226915215753,,,,,,,,,,,,,,,
,22.62820022881445,,,,,,,,,,,,,,
,39.95015035226443,,,,,,,,,,,,,,
-39.88695520210822,,,,,,,,,,,,,,,
,-53.82646642329072,,,,,,,,,,,,,,
-50.717376509753635,,,,,,,,,,,,,,,
,,4032.4892578125,-0.0003169165051076561,459.49712351754124,6715.569653320313,1560,0.2,0.00022121849,0.3092232346534729,-828.4825439010568,-7.918304800987244,0.0,0.0,0.0003,0.9066400527954102
75.3738911629628,,,,,,,,,,,,,,,
,184.5235891892236,,,,,,,,,,,,,,
,43.3528989866643,,,,,,,,,,,,,,
46.965030933067226,,,,,,,,,,,,,,,
,59.5217887071578,,,,,,,,,,,,,,
298.8419276610349,,,,,,,,,,,,,,,
,39.880564302634,,,,,,,,,,,,,,
11.235611605557537,,,,,,,,,,,,,,,
,32.712839408472796,,,,,,,,,,,,,,
47.69963754773353,,,,,,,,,,,,,,,
,48.23935835389714,,,,,,,,,,,,,,
11.81294330807819,,,,,,,,,,,,,,,
,276.83679054449783,,,,,,,,,,,,,,
,,2500.99365234375,-0.0011928285442991183,501.71745661939855,6026.25439453125,1570,0.2,0.0007310442,0.2904682159423828,-859.2909227899429,-7.917922258377075,0.0,0.0,0.0003,0.9066577553749084
38.69400915147543,,,,,,,,,,,,,,,
,-113.81076670938239,,,,,,,,,,,,,,
-10.590811327368245,,,,,,,,,,,,,,,
,61.790056149091455,,,,,,,,,,,,,,
-4.808163229522227,,,,,,,,,,,,,,,
,89.4940238550615,,,,,,,,,,,,,,
38.42674073327564,,,,,,,,,,,,,,,
,-54.783450802606765,,,,,,,,,,,,,,
31.473255514728066,,,,,,,,,,,,,,,
,255.0889057979819,,,,,,,,,,,,,,
225.8424796882508,,,,,,,,,,,,,,,
,-50.376079828774074,,,,,,,,,,,,,,
,,2811.43212890625,-0.0005897810100577771,513.5728103491448,6619.216357421875,1580,0.2,0.00062485004,0.2959465980529785,-885.666358781316,-7.9184520721435545,0.0,0.0,0.0003,0.9067835807800293
0.03689809398236434,,,,,,,,,,,,,,,
,18.555482839769454,,,,,,,,,,,,,,
,18.583031068181704,,,,,,,,,,,,,,
4.058380715332331,,,,,,,,,,,,,,,
,57.902228846372466,,,,,,,,,,,,,,
64.28392652668553,,,,,,,,,,,,,,,
59.64564791471465,,,,,,,,,,,,,,,
,85.73365778874916,,,,,,,,,,,,,,
244.23604486602352,,,,,,,,,,,,,,,
,73.80149403617538,,,,,,,,,,,,,,
-6.984831407373352,,,,,,,,,,,,,,,
,10.06917817338734,,,,,,,,,,,,,,
9.919554857977511,,,,,,,,,,,,,,,
,30.357733971783603,,,,,,,,,,,,,,
27.024365825936297,,,,,,,,,,,,,,,
,,3025.415283203125,-0.0007834686461137607,370.0169729949619,5872.7596435546875,1590,0.2,0.0011369261,0.25961917638778687,-649.4313299951169,-7.919453430175781,0.0,0.0,0.0003,0.9069797992706299
,284.9956216174757,,,,,,,,,,,,,,
4.752411645548312,,,,,,,,,,,,,,,
,103.15807145190547,,,,,,,,,,,,,,
59.04710733043322,,,,,,,,,,,,,,,
,29.43716698375156,,,,,,,,,,,,,,
61.34418378969072,,,,,,,,,,,,,,,
,-27.323727129862213,,,,,,,,,,,,,,
49.28621013212998,,,,,,,,,,,,,,,
,-94.6905260597648,,,,,,,,,,,,,,
-8.535164965112465,,,,,,,,,,,,,,,
,46.6198694709103,,,,,,,,,,,,,,
91.03064864968391,,,,,,,,,,,,,,,
,-81.6623049339702,,,,,,,,,,,,,,
21.540105044855682,,,,,,,,,,,,,,,
,,1680.568115234375,-0.00045241739426273855,414.4330287337478,4318.1900634765625,1600,0.2,0.0005177853,0.40938669443130493,-673.1822735226497,-7.920384645462036,0.0,0.0,0.0003,0.9070376753807068
,-46.520206816346374,,,,,,,,,,,,,,
-26.706787580954188,,,,,,,,,,,,,,,
,24.812478537350422,,,,,,,,,,,,,,
22.420289649997766,,,,,,,,,,,,,,,
,68.70552573246577,,,,,,,,,,,,,,
211.24469618395923,,,,,,,,,,,,,,,
,7.813513378673636,,,,,,,,,,,,,,
52.87386183385098,,,,,,,,,,,,,,,
,91.24755485584774,,,,,,,,,,,,,,
63.23101064780807,,,,,,,,,,,,,,,
,70.59054532447081,,,,,,,,,,,,,,
3.154316392758801,,,,,,,,,,,,,,,
,40.501109391867125,,,,,,,,,,,,,,
,,2017.5762939453125,-0.0005654335604049265,372.805853227299,3415.7848266601563,1610,0.2,0.0004815802,0.42547351121902466,-644.7573894713339,-7.920220851898193,0.0,0.0,0.0003,0.9069483876228333
120.47495612718274,,,,,,,,,,,,,,,
,62.34029012327844,,,,,,,,,,,,,,
36.49349816327773,,,,,,,,,,,,,,,
,-72.379221856412,,,,,,,,,,,,,,
260.37265307824475,,,,,,,,,,,,,,,
,0.3417894538619294,,,,,,,,,,,,,,
-9.660014064374822,,,,,,,,,,,,,,,
,-77.46671769926407,,,,,,,,,,,,,,
-29.62087837367157,,,,,,,,,,,,,,,
,31.813751590064594,,,,,,,,,,,,,,
6.069536782549394,,,,,,,,,,,,,,,
,7.437878983170148,,,,,,,,,,,,,,
,,2953.23779296875,-0.0007910091720987111,409.955731503172,6372.761865234375,1620,0.2,0.0005304668,0.34929823875427246,-751.7173520614574,-7.919561600685119,0.0,0.0,0.0003,0.9068339467048645
-284.5150971068207,,,,,,,,,,,,,,,
,-15.536867633590631,,,,,,,,,,,,,,
122.43794823591043,,,,,,,,,,,,,,,
,-1.9554661061894336,,,,,,,,,,,,,,
41.78842331410113,,,,,,,,,,,,,,,
,16.12854252529478,,,,,,,,,,,,,,
-60.34946580895786,,,,,,,,,,,,,,,
,-95.1188554127119,,,,,,,,,,,,,,
52.880909299274165,,,,,,,,,,,,,,,
,44.31013357233223,,,,,,,,,,,,,,
42.98995119633804,,,,,,,,,,,,,,,
,80.27501598895105,,,,,,,,,,,,,,
-22.90748438443434,,,,,,,,,,,,,,,
,29.347312726249765,,,,,,,,,,,,,,
,,717.8755493164062,-0.0008214736357331276,400.2007789433413,1471.9899169921875,1630,0.2,0.0009176096,0.6604619026184082,-721.0565355660394,-7.919063425064087,0.0,0.0,0.0003,0.906827986240387
-23.83028528932788,,,,,,,,,,,,,,,
,28.99419075089586,,,,,,,,,,,,,,
179.90715136902287,,,,,,,,,,,,,,,
,69.46022901371755,,,,,,,,,,,,,,
61.18968717234172,,,,,,,,,,,,,,,
,40.788761417012054,,,,,,,,,,,,,,
100.7726817454143,,,,,,,,,,,,,,,
,32.02078335871788,,,,,,,,,,,,,,
-23.295836550343477,,,,,,,,,,,,,,,
,-35.2416870792225,,,,,,,,,,,,,,
23.50519541794396,,,,,,,,,,,,,,,
,-54.89780336387604,,,,,,,,,,,,,,
-33.34244651758686,,,,,,,,,,,,,,,
,,1809.2452392578125,-0.00023786968959029763,435.15547874980444,3856.4359741210938,1640,0.2,0.0003939143,0.4082144498825073,-755.9167586322131,-7.918983721733094,0.0,0.0,0.0003,0.9067066311836243
,-122.60637605295878,,,,,,,,,,,,,,
67.12583038106695,,,,,,,,,,,,,,,
11.690129667727078,,,,,,,,,,,,,,,
,-5.506940965674991,,,,,,,,,,,,,,
,14.206505133947825,,,,,,,,,,,,,,
-49.1724241542963,,,,,,,,,,,,,,,
,13.75716242017769,,,,,,,,,,,,,,
-115.13038485207478,,,,,,,,,,,,,,,
11.675976673675653,,,,,,,,,,,,,,,
,-90.44827439444202,,,,,,,,,,,,,,
,-0.6794824618585806,,,,,,,,,,,,,,
19.469981973638628,,,,,,,,,,,,,,,
,,1208.5767822265625,-0.0001473643642384559,470.6652505626309,2312.689013671875,1650,0.2,0.00012676018,0.6246109008789062,-846.2659272453017,-7.917835688591003,0.0,0.0,0.0003,0.9065277576446533
-38.75215481781815,,,,,,,,,,,,,,,
,6.063856229867772,,,,,,,,,,,,,,
,-33.17189451036241,,,,,,,,,,,,,,
-52.37520448160613,,,,,,,,,,,,,,,
,-28.27442955908807,,,,,,,,,,,,,,
-62.60486659911727,,,,,,,,,,,,,,,
,17.344434447614226,,,,,,,,,,,,,,
-84.7868190546619,,,,,,,,,,,,,,,
,79.10804034277245,,,,,,,,,,,,,,
39.360343368460455,,,,,,,,,,,,,,,
29.005085746311778,,,,,,,,,,,,,,,
,-17.375575280430752,,,,,,,,,,,,,,
,,968.4666137695312,-0.0008644541667308658,394.4059791503702,1985.0110290527343,1660,0.2,0.0007049969,0.637607753276825,-649.9394905620796,-7.917243790626526,0.0,0.0,0.0003,0.9065391421318054
33.0878481041417,,,,,,,,,,,,,,,
,59.284051918268304,,,,,,,,,,,,,,
55.43804559481839,,,,,,,,,,,,,,,
,29.66536608885865,,,,,,,,,,,,,,
-53.829807980808766,,,,,,,,,,,,,,,
,56.388600409576476,,,,,,,,,,,,,,
289.8783037545423,,,,,,,,,,,,,,,
,48.812470942503886,,,,,,,,,,,,,,
58.37224303360877,,,,,,,,,,,,,,,
,0.701969922670503,,,,,,,,,,,,,,
5.4799809463383555,,,,,,,,,,,,,,,
,55.977170436419854,,,,,,,,,,,,,,
70.23314141769234,,,,,,,,,,,,,,,
,,2626.568115234375,-0.00010514270979911089,409.7580513422408,6214.4991455078125,1670,0.2,0.00033301325,0.26834142208099365,-637.1391255528398,-7.917518281936646,0.0,0.0,0.0003,0.9065431952476501
,191.6328376927499,,,,,,,,,,,,,,
-38.736685963728746,,,,,,,,,,,,,,,
,-30.148194051420198,,,,,,,,,,,,,,
87.9634823744819,,,,,,,,,,,,,,,
33.735060848831345,,,,,,,,,,,,,,,
,18.62942943285182,,,,,,,,,,,,,,
31.328677227210022,,,,,,,,,,,,,,,
,292.09431880727163,,,,,,,,,,,,,,
-8.47177576343346,,,,,,,,,,,,,,,
,49.63157260885083,,,,,,,,,,,,,,
-9.175042917641388,,,,,,,,,,,,,,,
,-0.11154119040559748,,,,,,,,,,,,,,
296.52514611570666,,,,,,,,,,,,,,,
,-10.678746266941058,,,,,,,,,,,,,,
,,2946.746337890625,-0.00042196335271000863,394.0241118844487,6293.574682617187,1680,0.2,0.00024123737,0.3178042769432068,-665.7922768158176,-7.916972422599793,0.0,0.0,0.0003,0.9063630700111389
33.467095713862236,,,,,,,,,,,,,,,
,60.43969813435325,,,,,,,,,,,,,,
73.08159791013941,,,,,,,,,,,,,,,
,-15.460745099772845,,,,,,,,,,,,,,
59.7036840598052,,,,,,,,,,,,,,,
,37.58726037035342,,,,,,,,,,,,,,
25.267273658344056,,,,,,,,,,,,,,,
,-17.001863848378708,,,,,,,,,,,,,,
-23.68065971319654,,,,,,,,,,,,,,,
,-16.350300823938227,,,,,,,,,,,,,,
-32.353524860318636,,,,,,,,,,,,,,,
,76.59274910098642,,,,,,,,,,,,,,
,,847.0961303710938,-0.0006170512875542045,410.8565221619079,1591.9885620117188,1690,0.2,0.0004594758,0.6977604627609253,-689.7489369302543,-7.915865206718445,0.0,0.0,0.0003,0.9062742590904236
36.943618831686024,,,,,,,,,,,,,,,
,-18.201270593202022,,,,,,,,,,,,,,
0.7148790422086762,,,,,,,,,,,,,,,
,77.50362223590139,,,,,,,,,,,,,,
28.534334909516794,,,,,,,,,,,,,,,
,121.52579437324057,,,,,,,,,,,,,,
275.93873068863707,,,,,,,,,,,,,,,
,39.79132909216976,,,,,,,,,,,,,,
34.31123318260632,,,,,,,,,,,,,,,
,-1.2718200447809778,,,,,,,,,,,,,,
27.08557367705445,,,,,,,,,,,,,,,
,68.89504753184809,,,,,,,,,,,,,,
4.068797351291442,,,,,,,,,,,,,,,
,,3115.8193359375,-0.0002282099099829793,385.24178522237094,6237.4268798828125,1700,0.2,0.00030148,0.3027101159095764,-652.6624036780394,-7.915549778938294,0.0,0.0,0.0003,0.9062418341636658
,212.53055005751017,,,,,,,,,,,,,,
258.4341854687877,,,,,,,,,,,,,,,
,-57.01827225418889,,,,,,,,,,,,,,
-99.8802997381636,,,,,,,,,,,,,,,
,56.16342239974538,,,,,,,,,,,,,,
27.826866632333235,,,,,,,,,,,,,,,
,39.46166195009941,,,,,,,,,,,,,,
92.2250276633773,,,,,,,,,,,,,,,
,-22.892200846162506,,,,,,,,,,,,,,
34.45793426086868,,,,,,,,,,,,,,,
,242.1852076065908,,,,,,,,,,,,,,
-23.536510608067577,,,,,,,,,,,,,,,
,36.13388320024255,,,,,,,,,,,,,,
,,3616.5068359375,-0.000656284554861486,415.3841067659324,6458.018872070313,1710,0.2,0.0004969386,0.30691295862197876,-734.438402731096,-7.9151540994644165,0.0,0.0,0.0003,0.906158447265625
36.73987246092484,,,,,,,,,,,,,,,
,2.3030325714337296,,,,,,,,,,,,,,
57.04043073943959,,,,,,,,,,,,,,,
,257.42049721343693,,,,,,,,,,,,,,
63.852045265280005,,,,,,,,,,,,,,,
,51.90950538313437,,,,,,,,,,,,,,
107.52487212552015,,,,,,,,,,,,,,,
,43.40769089710074,,,,,,,,,,,,,,
-23.508211599545135,,,,,,,,,,,,,,,
,67.27663756004404,,,,,,,,,,,,,,
33.21945283997111,,,,,,,,,,,,,,,
,14.38641539645447,,,,,,,,,,,,,,
-26.215603681810556,,,,,,,,,,,,,,,
,30.809590917083767,,,,,,,,,,,,,,
,,1447.45556640625,-0.001299382623983547,412.75457222072305,3464.9961181640624,1720,0.2,0.0011821112,0.46932530403137207,-650.9948705941267,-7.914492082595825,0.0,2.44140625e-05,0.0003,0.9060599207878113
-36.22533530426325,,,,,,,,,,,,,,,
,10.898808133551347,,,,,,,,,,,,,,
57.53005720344098,,,,,,,,,,,,,,,
,58.087739371091516,,,,,,,,,,,,,,
9.148383890746581,,,,,,,,,,,,,,,
,46.47404189184213,,,,,,,,,,,,,,
-6.664854211393393,,,,,,,,,,,,,,,
,271.2621901247827,,,,,,,,,,,,,,
215.9162701415642,,,,,,,,,,,,,,,
,253.9842313118317,,,,,,,,,,,,,,
-4.121272448584969,,,,,,,,,,,,,,,
,66.06731637829725,,,,,,,,,,,,,,
76.70115105786786,,,,,,,,,,,,,,,
,35.81132190838408,,,,,,,,,,,,,,
,,5946.1591796875,-0.0002562967187259346,463.0873236036949,8505.047875976563,1730,0.2,0.00035325842,0.22034907341003418,-709.3052046574999,-7.913966417312622,0.0,0.0,0.0003,0.9059907793998718
-3.076880889107693,,,,,,,,,,,,,,,
,-5.937446231970145,,,,,,,,,,,,,,
30.24821074366842,,,,,,,,,,,,,,,
,235.52149552903717,,,,,,,,,,,,,,
,29.757708264757877,,,,,,,,,,,,,,
-36.115711675884334,,,,,,,,,,,,,,,
-33.91130694469818,,,,,,,,,,,,,,,
,9.166094560632848,,,,,,,,,,,,,,
-47.8889926855989,,,,,,,,,,,,,,,
,8.884013056602996,,,,,,,,,,,,,,
41.79056356254746,,,,,,,,,,,,,,,
,15.993459872684948,,,,,,,,,,,,,,
39.789076651676126,,,,,,,,,,,,,,,
,,1792.221435546875,5.965290183667094e-05,389.4069770147192,3903.310510253906,1740,0.2,3.3291843e-05,0.4522571563720703,-628.9883853391848,-7.913576650619507,0.0,0.0,0.0003,0.9059292674064636
,-82.04155761353896,,,,,,,,,,,,,,
3.4522675325538925,,,,,,,,,,,,,,,
,-8.500723538145687,,,,,,,,,,,,,,
56.35403814632889,,,,,,,,,,,,,,,
,244.38071311091775,,,,,,,,,,,,,,
,45.722059310816604,,,,,,,,,,,,,,
-9.569356570285047,,,,,,,,,,,,,,,
,-24.004367451706877,,,,,,,,,,,,,,
-28.37826596468043,,,,,,,,,,,,,,,
,-34.01674900791626,,,,,,,,,,,,,,
-30.53142117733887,,,,,,,,,,,,,,,
,-35.776383479102286,,,,,,,,,,,,,,
-6.754889707965797,,,,,,,,,,,,,,,
,,1911.0135498046875,-0.0005945356911979616,401.83820908448405,4145.443005371094,1750,0.2,0.00044011587,0.44126445055007935,-652.8295347097373,-7.913220620155334,0.0,0.0,0.0003,0.9058650135993958
,56.73034551913772,,,,,,,,,,,,,,
20.970499091367223,,,,,,,,,,,,,,,
,21.794548209964464,,,,,,,,,,,,,,
214.2221809168973,,,,,,,,,,,,,,,
,-30.402036968023758,,,,,,,,,,,,,,
-9.630431831904602,,,,,,,,,,,,,,,
,145.598925478811,,,,,,,,,,,,,,
2.5907784612252187,,,,,,,,,,,,,,,
,22.6251490765846,,,,,,,,,,,,,,
-95.77054656610845,,,,,,,,,,,,,,,
,-17.229249635247882,,,,,,,,,,,,,,
310.61916332351046,,,,,,,,,,,,,,,
,-89.60868144725521,,,,,,,,,,,,,,
,,5431.5361328125,-0.0003598407667595893,387.7483856767646,9932.47275390625,1760,0.2,0.0004185393,0.2175033688545227,-707.7348325605136,-7.913385319709778,0.0,0.0,0.0003,0.9060277342796326
55.95191229031332,,,,,,,,,,,,,,,
,28.684949049721144,,,,,,,,,,,,,,
12.282331996408752,,,,,,,,,,,,,,,
,69.61229109570044,,,,,,,,,,,,,,
31.129581209767167,,,,,,,,,,,,,,,
,62.389690668412015,,,,,,,,,,,,,,
107.88269042667532,,,,,,,,,,,,,,,
,-112.22511863155223,,,,,,,,,,,,,,
60.755140845353594,,,,,,,,,,,,,,,
,5.780815040288331,,,,,,,,,,,,,,
-51.49596877464828,,,,,,,,,,,,,,,
,66.61355809842283,,,,,,,,,,,,,,
83.64596656657805,,,,,,,,,,,,,,,
,72.19561319146275,,,,,,,,,,,,,,
,,687.87060546875,-0.00010331247467547655,427.31719406568374,1283.3240051269531,1770,0.2,0.000117881835,0.7061106562614441,-767.2002182008914,-7.914708948135376,0.0,0.0,0.0003,0.906187117099762
41.67782148766528,,,,,,,,,,,,,,,
,89.13635010832522,,,,,,,,,,,,,,
28.53502431199262,,,,,,,,,,,,,,,
,9.57822539260311,,,,,,,,,,,,,,
60.49135132729324,,,,,,,,,,,,,,,
,40.96625918767542,,,,,,,,,,,,,,
-9.925778689772603,,,,,,,,,,,,,,,
,57.43813597060025,,,,,,,,,,,,,,
-23.5043990255975,,,,,,,,,,,,,,,
,-203.253840545375,,,,,,,,,,,,,,
32.86578371914549,,,,,,,,,,,,,,,
,18.114613575798447,,,,,,,,,,,,,,
-15.137236562942315,,,,,,,,,,,,,,,
,,945.5093383789062,5.856548377778381e-05,426.23215642565253,1812.5541137695313,1780,0.2,0.00012754314,0.6594867706298828,-755.1441680802822,-7.9152363538742065,0.0,0.0,0.0003,0.9062085747718811
,-33.44294466852003,,,,,,,,,,,,,,
-24.134857740540806,,,,,,,,,,,,,,,
,278.16957983665833,,,,,,,,,,,,,,
-29.163306471911255,,,,,,,,,,,,,,,
,-37.66663686802156,,,,,,,,,,,,,,
-103.89256277230052,,,,,,,,,,,,,,,
,12.0404802558938,,,,,,,,,,,,,,
61.50816110638171,,,,,,,,,,,,,,,
-10.979898235004868,,,,,,,,,,,,,,,
,51.24770835807501,,,,,,,,,,,,,,
50.20104508932705,,,,,,,,,,,,,,,
,-132.50513299623688,,,,,,,,,,,,,,
,,2366.84326171875,-0.0009585481719113886,406.34897354275705,4558.282409667969,1790,0.2,0.0010521767,0.38156402111053467,-840.3738824907252,-7.914942049980164,0.0,0.0,0.0003,0.9061300754547119
-27.544881292313296,,,,,,,,,,,,,,,
,-32.08220586800999,,,,,,,,,,,,,,
-130.52303416981667,,,,,,,,,,,,,,,
,-41.02412867384974,,,,,,,,,,,,,,
0.6153599764350929,,,,,,,,,,,,,,,
,97.1544733580003,,,,,,,,,,,,,,
11.536944815020092,,,,,,,,,,,,,,,
,-62.306317090044026,,,,,,,,,,,,,,
21.33795882380101,,,,,,,,,,,,,,,
,-56.86322334215458,,,,,,,,,,,,,,
45.057487495727706,,,,,,,,,,,,,,,
,83.36230225105945,,,,,,,,,,,,,,
44.10648532035877,,,,,,,,,,,,,,,
,104.29038629387023,,,,,,,,,,,,,,
,,788.5851440429688,-0.0006451495690271258,466.06321480248005,1547.0633239746094,1800,0.2,0.001497485,0.6318965256214142,-874.6744710107189,-7.913681530952454,0.0,4.8828125e-05,0.0003,0.9057683348655701
80.7230740911373,,,,,,,,,,,,,,,
,-25.21576110072879,,,,,,,,,,,,,,
10.041771998658891,,,,,,,,,,,,,,,
,-71.4875271280167,,,,,,,,,,,,,,
35.874843566709,,,,,,,,,,,,,,,
-68.88422437044261,,,,,,,,,,,,,,,
,-75.57264466270924,,,,,,,,,,,,,,
132.12670991988443,,,,,,,,,,,,,,,
,17.766207929523773,,,,,,,,,,,,,,
,71.67580273080293,,,,,,,,,,,,,,
-69.20082621832105,,,,,,,,,,,,,,,
,92.55959191085583,,,,,,,,,,,,,,
76.43271643189271,,,,,,,,,,,,,,,
,,682.2249755859375,-0.0011450853082351387,435.1006484789777,1345.1264709472657,1810,0.2,0.002209549,0.6711034774780273,-717.9015341289997,-7.911423873901367,0.0,0.0004638671875,0.0003,0.9055946469306946
,91.81626647800161,,,,,,,,,,,,,,
22.34167067391323,,,,,,,,,,,,,,,
,46.61206316067993,,,,,,,,,,,,,,
55.748768316647784,,,,,,,,,,,,,,,
,274.49449935183793,,,,,,,,,,,,,,
41.074285898868936,,,,,,,,,,,,,,,
,-88.11005872451075,,,,,,,,,,,,,,
8.094074824780865,,,,,,,,,,,,,,,
,-12.893051394186733,,,,,,,,,,,,,,
78.12699223713065,,,,,,,,,,,,,,,
,18.536860022941244,,,,,,,,,,,,,,
19.357530980333753,,,,,,,,,,,,,,,
236.509420592095,,,,,,,,,,,,,,,
,225.25303358946923,,,,,,,,,,,,,,
,,5203.33349609375,0.00019768124911934137,365.58015190584723,8839.715087890625,1820,0.2,0.00045620243,0.1757405400276184,-610.2468726965285,-7.910844302177429,0.0,0.0,0.0003,0.9054881930351257
65.22437354385053,,,,,,,,,,,,,,,
,50.53413680589001,,,,,,,,,,,,,,
-34.92422595499243,,,,,,,,,,,,,,,
,55.6968852774318,,,,,,,,,,,,,,
,36.62500358632905,,,,,,,,,,,,,,
41.87929916839912,,,,,,,,,,,,,,,
,-6.516477963451391,,,,,,,,,,,,,,
-126.9697847412998,,,,,,,,,,,,,,,
29.38551594758389,,,,,,,,,,,,,,,
,-20.63400170381035,,,,,,,,,,,,,,
12.193872598513039,,,,,,,,,,,,,,,
,96.82592927068961,,,,,,,,,,,,,,
,,910.726318359375,-0.0007177724153734743,422.4372959533422,1728.2182250976562,1830,0.2,0.0008428098,0.6812378764152527,-679.5639162828066,-7.909291458129883,0.0,0.0,0.0003,0.9051101803779602
59.471263005729725,,,,,,,,,,,,,,,
,-13.237444316925345,,,,,,,,,,,,,,
26.713408199987462,,,,,,,,,,,,,,,
,35.04882865574224,,,,,,,,,,,,,,
-38.68265617062152,,,,,,,,,,,,,,,
,-17.62083864250035,,,,,,,,,,,,,,
-12.339684214798645,,,,,,,,,,,,,,,
,-136.90982901982971,,,,,,,,,,,,,,
87.14701084712631,,,,,,,,,,,,,,,
,48.34705537517648,,,,,,,,,,,,,,
-34.7319190125472,,,,,,,,,,,,,,,
,4.667080265745275,,,,,,,,,,,,,,
-34.75831453063599,,,,,,,,,,,,,,,
